time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-15T00:31:31.380Z,33.2618333,-115.6058333,8.91,1.59,ml,6,286,0.07973,0.21,ci,ci37447389,2020-06-16T15:07:33.568Z,8km WNW of Niland. CA,earthquake,1.71,1.3,112,4,reviewed,ci,ci
2020-06-15T00:30:55.770Z,33.1623333,-115.6443333,6.53,1.85,ml,50,41,0.02763,0.25,ci,ci39479728,2020-06-16T15:01:55.150Z,13km WNW of Calipatria. CA,earthquake,0.2,0.45,193,47,reviewed,ci,ci
2020-06-15T00:28:43.853Z,51.1156,-176.1947,14.7,1.8,ml,,,,0.24,ak,ak0207o6x2sd,2020-06-18T03:48:07.209Z,89 km SSE of Adak. Alaska,earthquake,,0.5,,,reviewed,ak,ak
2020-06-15T00:28:22.530Z,17.9978,-66.8653,14,2.61,md,21,116,0.0266,0.26,pr,pr2020167000,2020-06-15T00:53:27.120Z,1 km SSE of Palomas. Puerto Rico,earthquake,0.48,0.61,0.35,18,reviewed,pr,pr
2020-06-15T00:27:56.985Z,38.1496,-117.9597,9,3.2,ml,32,44.21,53,0.2339,nn,nn00748633,2020-06-19T04:53:01.040Z,29 km SSE of Mina. Nevada,earthquake,,0.9,0.37,15,reviewed,nn,nn
2020-06-15T00:27:35.470Z,44367,-115.1968333,8.16,2.38,ml,11,83,0.92,0.3,mb,mb80438049,2020-06-15T22:45:15.470Z,26 km NW of Stanley. Idaho,earthquake,0.81,1.97,195,10,reviewed,mb,mb
2020-06-15T00:27:08.070Z,38.8373333,-122.8095,2.14,0.29,md,15,50,0.01393,0.03,nc,nc73409111,2020-06-16T23:07:03.280Z,8km WNW of Cobb. CA,earthquake,0.24,0.53,,1,reviewed,nc,nc
2020-06-15T00:26:40.420Z,38092,-118.2048,6.8,1.3,ml,19,70.64,137,0.13,nn,nn00748631,2020-06-15T00:29:50.466Z,34 km SSW of Mina. Nevada,earthquake,,13.9,,,automatic,nn,nn
2020-06-15T00:23:06.110Z,33.5148333,-116.7376667,2.46,0.37,ml,16,77,0.05043,0.09,ci,ci39479720,2020-06-16T04:58:18.553Z,7km SW of Anza. CA,earthquake,0.16,0.16,84,6,reviewed,ci,ci
2020-06-15T00:21:41.748Z,60.5943,-152.4749,94.5,1,ml,,,,0.27,ak,ak0207o6vjq6,2020-06-18T03:49:52.735Z,63 km W of Salamatof. Alaska,earthquake,,0.8,,,reviewed,ak,ak
2020-06-15T00:16:17.880Z,38.1895,-117.8353,11.5,1.1,ml,15,118.78,0.04,0.06,nn,nn00748628,2020-06-15T00:27:50.251Z,32 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-15T00:16:08.859Z,-10.4009,161.5954,54.1,4.6,mb,,81,1884,0.8,us,us6000abw4,2020-06-15T00:33:22.040Z,36 km W of Kirakira. Solomon Islands,earthquake,8,7.7,112,24,reviewed,us,us
2020-06-15T00:12:21.825Z,38.1789,-117.9475,5.5,2.3,ml,27,79.6,36,0.1456,nn,nn00748626,2020-06-16T02:17:47.589Z,27 km SSE of Mina. Nevada,earthquake,,0.8,0.56,9,reviewed,nn,nn
2020-06-15T00:10:16.640Z,38.2127,-117878,4.2,0.6,ml,11,111.37,17,0.02,nn,nn00748624,2020-06-15T00:13:29.550Z,28 km SE of Mina. Nevada,earthquake,,4.6,,,automatic,nn,nn
2020-06-15T00:08:54.030Z,38.1307,-118.0867,2,0.4,ml,10,172.17,0.06,0.07,nn,nn00748623,2020-06-15T00:12:29.687Z,28 km S of Mina. Nevada,earthquake,,10.2,,,automatic,nn,nn
2020-06-14T23:58:11.928Z,60.3474,-152.6393,108.1,0.8,ml,,,,0.44,ak,ak0207mx91c8,2020-06-15T00:01:35.468Z,63 km WNW of Ninilchik. Alaska,earthquake,,0.5,,,automatic,ak,ak
2020-06-14T23:55:30.774Z,38.1335,-117.8858,8.6,2,ml,22,57.07,26,0.1517,nn,nn00748618,2020-06-15T20:17:29.712Z,34 km SE of Mina. Nevada,earthquake,,0.8,0.42,6,reviewed,nn,nn
2020-06-14T23:52:42.082Z,24.7959,123.2018,10,4.1,mb,,149,0.37,0.47,us,us6000aew6,2020-06-20T01:51:39.040Z,41 km NNE of Yonakuni. Japan,earthquake,5.3,1.9,235,5,reviewed,us,us
2020-06-14T23:49:37.320Z,35.7041667,-117.5208333,8.15,0.88,ml,21,81,0.1268,0.13,ci,ci39479704,2020-06-18T22:01:13.281Z,13km WSW of Searles Valley. CA,earthquake,0.21,0.87,117,10,reviewed,ci,ci
2020-06-14T23:49:28.280Z,36.0723333,-118.8806667,14.59,0.95,ml,12,107,0.1042,0.2,ci,ci37278844,2020-06-18T22:01:31.258Z,12km E of Porterville. CA,earthquake,0.61,1.27,0.13,4,reviewed,ci,ci
2020-06-14T23:46:56.830Z,39.4086667,-110.3033333,-2.66,1.22,md,5,199,0.02284,0.05,uu,uu60396592,2020-06-15T21:39:50.580Z,17 km SSE of Sunnyside. Utah,earthquake,0.62,1.1,245,5,reviewed,uu,uu
2020-06-14T23:37:25.600Z,33.1535,-115.6775,5.06,1.48,ml,20,82,0.05473,0.3,ci,ci39479680,2020-06-16T00:46:10.201Z,14km NNW of Westmorland. CA,earthquake,0.39,31.61,184,37,reviewed,ci,ci
2020-06-14T23:37:23.680Z,33.0305,-115.9963333,10.79,0.99,ml,9,112,0.1451,0.13,ci,ci37447373,2020-06-16T00:40:41.884Z,18km SE of Ocotillo Wells. CA,earthquake,0.33,1.36,165,5,reviewed,ci,ci
2020-06-14T23:36:59.260Z,38.1728,-117.8332,9.3,1.8,ml,21,63.17,19,0.11,nn,nn00748613,2020-06-14T23:46:18.727Z,34 km SE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-06-14T23:36:02.270Z,33.1661667,-115.6535,5.68,1.72,ml,25,52,0.03097,0.19,ci,ci39479672,2020-06-18T21:33:04.991Z,14km WNW of Calipatria. CA,earthquake,0.21,0.38,204,18,reviewed,ci,ci
2020-06-14T23:35:38.370Z,38.1863,-117.8617,9.8,0.5,ml,9,115.43,93,0.04,nn,nn00748612,2020-06-14T23:39:11.741Z,31 km SE of Mina. Nevada,earthquake,,4.2,,,automatic,nn,nn
2020-06-14T23:34:40.450Z,35591,-117.4463333,4.3,0.87,ml,19,83,0.01369,0.18,ci,ci39479664,2020-06-16T04:57:20.942Z,20km S of Searles Valley. CA,earthquake,0.28,0.4,65,13,reviewed,ci,ci
2020-06-14T23:32:15.130Z,38.2175,-117875,2.2,0.8,ml,10,113.68,17,0.05,nn,nn00748611,2020-06-14T23:37:51.972Z,28 km SE of Mina. Nevada,earthquake,,9.5,,,automatic,nn,nn
2020-06-14T23:31:33.195Z,63.9457,-148.9588,0,1.5,ml,,,,0.92,ak,ak0207mx3aoa,2020-06-14T23:36:19.662Z,9 km N of Healy. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-14T23:30:52.010Z,33.2293333,-116.7343333,11.17,0.87,ml,31,44,0.02152,0.16,ci,ci39479656,2020-06-18T21:20:13.415Z,3km ESE of Lake Henshaw. CA,earthquake,0.2,0.46,101,17,reviewed,ci,ci
2020-06-14T23:27:51.080Z,35.6008333,-117.4116667,10.45,0.92,ml,10,154,0.0436,0.14,ci,ci39479640,2020-06-15T13:53:37.691Z,18km S of Trona. CA,earthquake,0.49,0.58,186,11,reviewed,ci,ci
2020-06-14T23:24:36.110Z,39.4041667,-110.2938333,-3.49,1.33,ml,8,203,0.03135,0.14,uu,uu60396582,2020-06-15T21:37:44.830Z,18 km SSE of Sunnyside. Utah,earthquake,1.47,2.42,34,2,reviewed,uu,uu
2020-06-14T23:23:47.120Z,38.1897,-117.86,12.2,1.2,ml,17,95.15,31,0.09,nn,nn00748607,2020-06-14T23:28:34.845Z,31 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-06-14T23:20:34.390Z,35.0311667,-117.6773333,-0.82,1.57,ml,32,41,0.0978,0.21,ci,ci39479632,2020-06-17T17:58:24.084Z,4km NW of Boron. CA,quarry blast,0.44,31.61,143,43,reviewed,ci,ci
2020-06-14T23:16:15.760Z,44.2815,-114.9928333,5.86,2.16,ml,13,74,832,0.28,mb,mb80437884,2020-06-16T15:55:18.790Z,8 km NNW of Stanley. Idaho,earthquake,0.59,1.58,117,9,reviewed,mb,mb
2020-06-14T23:15:57.790Z,48.1648333333333,-121.6705,6.25,0.93,ml,6,184,0.1747,0.07,uw,uw61631557,2020-06-15T22:36:56.320Z,11 km SSW of Darrington. Washington,earthquake,0.38,2.37,0.0686834638615917,2,reviewed,uw,uw
2020-06-14T23:10:18.870Z,38167,-118.1663,0,1.2,ml,15,119.9,139,0.21,nn,nn00748603,2020-06-14T23:14:33.839Z,25 km SSW of Mina. Nevada,earthquake,,18.8,,,automatic,nn,nn
2020-06-14T23:04:20.450Z,52063,-176075,10.87,-0.68,ml,5,115,0.02334,0.22,av,av70902599,2020-06-19T00:18:11.120Z,43 km ENE of Adak. Alaska,earthquake,1.2,1.32,0.16,5,reviewed,av,av
2020-06-14T23:03:23.001Z,59.7723,-153127,100,1,ml,,,,0.88,ak,ak0207mwx9su,2020-06-14T23:08:22.771Z,55 km E of Pedro Bay. Alaska,earthquake,,0.5,,,automatic,ak,ak
2020-06-14T22:56:18.500Z,33165,-115.6515,5.51,1.35,ml,27,56,0.03026,0.2,ci,ci39479624,2020-06-17T17:50:20.043Z,14km WNW of Calipatria. CA,earthquake,0.3,0.47,214,26,reviewed,ci,ci
2020-06-14T22:55:01.810Z,41.8285,-111.6485,10.19,0.63,md,10,223,0.0902,0.12,uu,uu60396577,2020-06-15T15:29:28.880Z,14 km ENE of North Logan. Utah,earthquake,1.25,0.96,0.23,8,reviewed,uu,uu
2020-06-14T22:52:49.059Z,38.1985,-117.9325,4.2,2.5,ml,26,49.93,41,0.2456,nn,nn00748598,2020-06-15T19:27:42.177Z,26 km SE of Mina. Nevada,earthquake,,1.6,0.4,8,reviewed,nn,nn
2020-06-14T22:52:29.940Z,17.9341,-66.7983,8,2.49,md,19,196,0.0907,0.12,pr,pr2020166022,2020-06-14T23:46:34.209Z,7 km SSE of Indios. Puerto Rico,earthquake,0.44,0.72,0.18,11,reviewed,pr,pr
2020-06-14T22:50:25.140Z,38.0665,-122.2201667,7.02,1.62,md,38,59,0.04999,0.1,nc,nc73409086,2020-06-15T23:39:03.848Z,2km NNW of Crockett. CA,earthquake,0.15,0.29,217,32,reviewed,nc,nc
2020-06-14T22:50:14.270Z,58.2576667,-154.9993333,-0.28,-0.7,ml,5,176,0.05138,0.07,av,av70902594,2020-06-19T00:11:02.060Z,83 km NNW of Karluk. Alaska,earthquake,0.38,4.72,249,5,reviewed,av,av
2020-06-14T22:49:37.740Z,38.8139992,-122.8268356,1.57,0.56,md,7,114,0.005441,0.02,nc,nc73409081,2020-06-14T23:49:02.554Z,7km NW of The Geysers. CA,earthquake,0.46,0.98,,1,automatic,nc,nc
2020-06-14T22:48:38.750Z,38.8321648,-122.8181686,1.4,0.56,md,15,70,0.0108,0.03,nc,nc73409076,2020-06-14T23:21:03.398Z,8km NW of The Geysers. CA,earthquake,0.27,0.56,,1,automatic,nc,nc
2020-06-14T22:44:19.210Z,38.1,-118.0645,3,0.8,ml,11,186.95,27,0.05,nn,nn00748597,2020-06-14T22:53:32.653Z,32 km S of Mina. Nevada,earthquake,,9.1,,,automatic,nn,nn
2020-06-14T22:44:07.610Z,51859,-177.8006667,-1.8,0.64,ml,4,262,0.04552,0.09,av,av62179716,2020-06-18T23:44:13.650Z,80 km W of Adak. Alaska,earthquake,1.8,2.21,229,4,reviewed,av,av
2020-06-14T22:42:57.810Z,17.9665,-66.9666,7,2.52,md,12,189,0.0777,0.15,pr,pr2020166021,2020-06-14T23:08:37.817Z,5 km WSW of Fuig. Puerto Rico,earthquake,0.53,0.31,0.29,10,reviewed,pr,pr
2020-06-14T22:41:08.290Z,37.6586667,-118918,3.78,-0.01,md,8,174,0.01043,0.02,nc,nc73409071,2020-06-15T19:52:46.899Z,6km ENE of Mammoth Lakes. CA,earthquake,1.3,0.53,106,8,reviewed,nc,nc
2020-06-14T22:38:24.100Z,60.3362,-152.7754,92.8,1.2,ml,,,,0.68,ak,ak0207mwjczo,2020-06-15T04:03:13.626Z,69 km WNW of Ninilchik. Alaska,earthquake,,1.6,,,reviewed,ak,ak
2020-06-14T22:34:19.390Z,19.1548328,-155.4649963,34.74,2.04,md,46,161,0.09844,0.11,hv,hv71558272,2020-06-14T22:38:01.250Z,5 km SSE of P?hala. Hawaii,earthquake,0.57,0.84,0.21,28,automatic,hv,hv
2020-06-14T22:33:35.353Z,59.7862,-152.7007,90.2,1.4,ml,,,,0.39,ak,ak0207mwialx,2020-06-14T22:38:14.721Z,48 km W of Anchor Point. Alaska,earthquake,,0.4,,,automatic,ak,ak
2020-06-14T22:33:22.115Z,38.1708,-117.9811,0.9,0.7,ml,11,94.91,28,0.0843,nn,nn00748592,2020-06-14T22:37:48.278Z,26 km SSE of Mina. Nevada,earthquake,,0.2,0,1,reviewed,nn,nn
2020-06-14T22:29:58.044Z,7.6572,121.6915,10,4.9,mww,,66,3899,0.81,us,us6000abue,2020-06-15T21:46:57.760Z,49 km W of Siocon. Philippines,earthquake,4.4,1.8,98,10,reviewed,us,us
2020-06-14T22:27:08.220Z,38.1668,-117.8438,5.6,1,ml,18,108.02,31,0.15,nn,nn00748589,2020-06-14T22:35:16.079Z,33 km SE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-06-14T22:26:10.851Z,24.8492,123.2179,10,4.7,mwr,,66,424,0.44,us,us6000abu9,2020-06-15T04:40:06.040Z,47 km NNE of Yonakuni. Japan,earthquake,5.4,1.7,71,19,reviewed,us,us
2020-06-14T22:23:32.660Z,38.1152,-117.9305,5,1.1,ml,12,102.38,49,0.04,nn,nn00748587,2020-06-14T22:28:14.963Z,34 km SSE of Mina. Nevada,earthquake,,2.2,,,automatic,nn,nn
2020-06-14T22:19:49.890Z,35.8593333,-117.6761667,8.84,0.74,ml,12,88,0.07731,0.09,ci,ci39479600,2020-06-18T20:52:50.764Z,22km ESE of Little Lake. CA,earthquake,0.23,0.45,127,4,reviewed,ci,ci
2020-06-14T22:12:50.980Z,38.1347,-118.0843,6.8,0.9,ml,16,116.67,39,0.07,nn,nn00748583,2020-06-14T22:24:34.095Z,28 km S of Mina. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-06-14T22:00:54.980Z,38.1623,-117.9773,1.3,1.1,ml,11,81.68,33,0.04,nn,nn00748580,2020-06-14T22:13:54.229Z,27 km SSE of Mina. Nevada,earthquake,,1,,,automatic,nn,nn
2020-06-14T21:51:32.590Z,35.8065,-117612,9.79,1.29,ml,21,92,0.01496,0.16,ci,ci39479576,2020-06-15T13:53:51.692Z,19km WNW of Searles Valley. CA,earthquake,0.3,0.54,191,19,reviewed,ci,ci
2020-06-14T21:46:07.182Z,63.2109,-150.4105,116.5,1.2,ml,,,,0.11,ak,ak0207mvzl66,2020-06-14T21:52:14.440Z,75 km ESE of Denali National Park. Alaska,earthquake,,2.4,,,automatic,ak,ak
2020-06-14T21:45:39.900Z,33225,-116733,12.24,0.76,ml,35,35,0.02421,0.21,ci,ci39479568,2020-06-18T20:34:36.406Z,3km ESE of Lake Henshaw. CA,earthquake,0.25,0.6,107,8,reviewed,ci,ci
2020-06-14T21:44:09.430Z,38164,-117.9705,5.4,0.7,ml,10,116.72,32,0,nn,nn00748576,2020-06-14T21:49:52.545Z,27 km SSE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-14T21:33:58.640Z,38.1615,-117.9917,1.9,1.3,ml,15,100.16,34,0.12,nn,nn00748572,2020-06-14T21:37:13.427Z,27 km SSE of Mina. Nevada,earthquake,,11.1,,,automatic,nn,nn
2020-06-14T21:27:41.190Z,38.1422,-117.9428,0.4,0.9,ml,12,119.79,27,0.21,nn,nn00748569,2020-06-14T21:35:13.707Z,31 km SSE of Mina. Nevada,earthquake,,9,,,automatic,nn,nn
2020-06-14T21:24:59.430Z,35.8996667,-117.6986667,4.39,0.96,ml,19,70,0.06207,0.14,ci,ci39479552,2020-06-15T13:55:02.150Z,19km ESE of Little Lake. CA,earthquake,0.23,0.49,165,13,reviewed,ci,ci
2020-06-14T21:23:19.302Z,49.1352,158.0993,10,5.4,mww,,80,3908,0.66,us,us6000abte,2020-06-15T21:26:05.390Z,222 km SE of Severo-Kurilsk. Russia,earthquake,7.9,1.8,93,11,reviewed,us,us
2020-06-14T21:22:17.890Z,17.9168,-66.9416,13,3.09,md,23,223,0.0854,0.13,pr,pr2020166020,2020-06-14T21:47:44.040Z,7 km SSW of Guánica. Puerto Rico,earthquake,0.64,0.34,0.31,19,reviewed,pr,pr
2020-06-14T21:16:42.120Z,38.1197,-118.1087,1,0.7,ml,8,173.99,66,0.08,nn,nn00748568,2020-06-14T21:27:50.892Z,30 km S of Mina. Nevada,earthquake,,10.7,,,automatic,nn,nn
2020-06-14T21:14:25.260Z,36356,-97.37,7.56,0.88,ml,25,84,0.1448715713,0.24,ok,ok2020lrcb,2020-06-16T22:18:54.035Z,10 km NW of Perry. Oklahoma,earthquake,,0.8,0.19,3,reviewed,ok,ok
2020-06-14T21:12:22.770Z,54.1253333,-165.9681667,5.33,0.06,ml,9,82,0.002041,0.25,av,av70902569,2020-06-18T22:26:22.460Z,12 km W of Akutan. Alaska,earthquake,0.41,0.51,187,9,reviewed,av,av
2020-06-14T21:03:31.015Z,62.2007,-148.3755,35.1,0.9,ml,,,,0.35,ak,ak0207mvqf7x,2020-06-14T21:14:15.354Z,45 km N of Chickaloon. Alaska,earthquake,,7.6,,,automatic,ak,ak
2020-06-14T21:01:43.000Z,33.1695,-115651,6.49,1.32,ml,31,51,0.02745,0.21,ci,ci39479520,2020-06-18T20:26:33.617Z,14km WNW of Calipatria. CA,earthquake,0.2,0.45,147,17,reviewed,ci,ci
2020-06-14T20:59:48.080Z,54.1215,-165.98,6.41,1.15,ml,9,81,0.03631,0.25,av,av62179636,2020-06-18T22:16:44.050Z,13 km W of Akutan. Alaska,earthquake,0.42,0.44,176,9,reviewed,av,av
2020-06-14T20:57:40.996Z,63.5026,-150.9026,0,1.4,ml,,,,0.76,ak,ak0207mvgl1m,2020-06-14T21:02:51.942Z,41 km E of Denali National Park. Alaska,earthquake,,0.2,,,automatic,ak,ak
2020-06-14T20:51:26.430Z,38.1694,-117.8334,5,1.9,ml,12,93.43,31,0.1439,nn,nn00748567,2020-06-15T02:17:22.538Z,34 km SE of Mina. Nevada,earthquake,,1.1,0,1,reviewed,nn,nn
2020-06-14T20:51:09.670Z,34.5691667,-116.4346667,1.26,1.2,ml,19,77,0.1733,0.09,ci,ci39479512,2020-06-15T23:56:04.808Z,30km SW of Ludlow. CA,earthquake,0.13,0.42,0.13,14,reviewed,ci,ci
2020-06-14T20:50:21.254Z,61.5836,-145.0262,20,1.8,ml,,,,0.6,ak,ak0207mvf1in,2020-06-14T20:55:09.380Z,11 km SE of Tonsina. Alaska,earthquake,,0.5,,,automatic,ak,ak
2020-06-14T20:44:49.375Z,38.2239,-117.8297,5.7,2,ml,17,49.26,66,0.1545,nn,nn00748557,2020-06-15T02:17:20.924Z,30 km SE of Mina. Nevada,earthquake,,1.5,0.35,3,reviewed,nn,nn
2020-06-14T20:44:25.290Z,35.8773333,-117.6941667,9.16,0.75,ml,19,76,0.07888,0.1,ci,ci39479504,2020-06-18T20:04:18.485Z,20km ESE of Little Lake. CA,earthquake,0.15,0.37,95,7,reviewed,ci,ci
2020-06-14T20:42:06.120Z,38.2377,-117.8368,4,0.5,ml,10,147.47,66,0.04,nn,nn00748556,2020-06-14T20:45:52.031Z,29 km SE of Mina. Nevada,earthquake,,7.5,,,automatic,nn,nn
2020-06-14T20:37:05.560Z,36.1631667,-117.8356667,3.5,1.32,ml,30,136,0.04807,0.16,ci,ci39479496,2020-06-18T19:25:35.421Z,17km NE of Coso Junction. CA,earthquake,0.23,0.37,219,18,reviewed,ci,ci
2020-06-14T20:35:57.480Z,38.822834,-122.791832,3.06,0.83,md,17,64,0.01293,0.02,nc,nc73409051,2020-06-14T22:33:04.073Z,6km NNW of The Geysers. CA,earthquake,0.32,0.55,0.06,2,automatic,nc,nc
2020-06-14T20:34:13.220Z,38136,-117.9882,13,0.8,ml,13,108.75,54,0.11,nn,nn00748553,2020-06-14T20:43:53.057Z,30 km SSE of Mina. Nevada,earthquake,,2.8,,,automatic,nn,nn
2020-06-14T20:29:49.220Z,38.1888,-117.7732,3.9,1.4,ml,15,98.6,64,0.02,nn,nn00748552,2020-06-14T20:35:34.911Z,36 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-14T20:25:20.060Z,38.2162,-117.8857,6.3,0.7,ml,12,119.86,28,0.03,nn,nn00748551,2020-06-14T20:31:12.530Z,27 km SE of Mina. Nevada,earthquake,,1.1,,,automatic,nn,nn
2020-06-14T20:19:21.543Z,66.2409,-157.3805,0,1.1,ml,,,,1.13,ak,ak0207mv8ear,2020-06-14T20:22:42.106Z,72 km S of Shungnak. Alaska,earthquake,,0.5,,,automatic,ak,ak
2020-06-14T20:15:32.660Z,38.1547,-117.9742,8.8,1,ml,16,94.63,45,0.1,nn,nn00748547,2020-06-14T20:27:13.824Z,28 km SSE of Mina. Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-06-14T20:06:23.100Z,58.43,-154581,4.62,-0.61,ml,4,228,0.06576,0.25,av,av70902564,2020-06-18T22:19:46.220Z,96 km N of Karluk. Alaska,earthquake,2.73,1.71,89,3,reviewed,av,av
2020-06-14T20:02:17.808Z,61.6532,-150.7868,59.1,1.4,ml,,,,0.49,ak,ak0207mv4qvw,2020-06-14T20:14:59.991Z,19 km NW of Susitna. Alaska,earthquake,,0.6,,,automatic,ak,ak
2020-06-14T19:58:43.768Z,60.1211,-152.7896,90.3,0.8,ml,,,,0.31,ak,ak0207muvdde,2020-06-14T20:05:47.042Z,62 km WNW of Happy Valley. Alaska,earthquake,,0.4,,,automatic,ak,ak
2020-06-14T19:56:13.340Z,35.9841667,-117.8686667,2.28,0.76,ml,12,90,0.02939,0.1,ci,ci39479472,2020-06-15T13:55:05.383Z,6km NNE of Little Lake. CA,earthquake,0.24,0.25,193,11,reviewed,ci,ci
2020-06-14T19:54:12.560Z,37.8103333,-113.3376667,21.57,1.44,ml,7,123,0.08433,0.1,uu,uu60396527,2020-06-15T21:34:37.730Z,24 km NE of Newcastle. Utah,earthquake,0.53,0.54,294,3,reviewed,uu,uu
2020-06-14T19:54:10.600Z,38.1682,-117.8193,11.5,1.3,ml,14,81.91,27,0.09,nn,nn00748541,2020-06-14T20:02:12.510Z,35 km SE of Mina. Nevada,earthquake,,0.8,,,automatic,nn,nn
2020-06-14T19:48:42.530Z,38.1752,-117.7847,12.6,1.1,ml,17,78.33,0.07,0.06,nn,nn00748538,2020-06-14T19:55:56.207Z,37 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-14T19:46:39.000Z,38.1485,-117.9027,12.1,1,ml,11,93.21,34,0.15,nn,nn00748536,2020-06-14T19:50:13.513Z,32 km SE of Mina. Nevada,earthquake,,1.1,,,automatic,nn,nn
2020-06-14T19:42:22.590Z,58181,-155.3428333,1.07,-0.66,ml,6,113,0.03011,0.11,av,av70902554,2020-06-18T22:05:34.420Z,86 km NW of Karluk. Alaska,earthquake,0.35,1.21,187,7,reviewed,av,av
2020-06-14T19:41:23.840Z,59.9675,-151.4419,59,1.4,ml,,,,0.36,ak,ak0207murony,2020-06-14T19:46:10.041Z,15 km SE of Ninilchik. Alaska,earthquake,,1.4,,,automatic,ak,ak
2020-06-14T19:37:53.313Z,60.1072,-153.1538,121.7,1.6,ml,,,,0.37,ak,ak0207muqw30,2020-06-14T19:51:32.388Z,64 km ENE of Pedro Bay. Alaska,earthquake,,0.6,,,automatic,ak,ak
2020-06-14T19:36:04.161Z,57.7349,-154.1646,55.1,1,ml,,,,0.33,ak,ak0207muqkk1,2020-06-14T19:47:51.095Z,24 km NNW of Larsen Bay. Alaska,earthquake,,1.3,,,automatic,ak,ak
2020-06-14T19:34:47.770Z,38.1553,-117.9858,0,1.2,ml,12,118.6,42,0.26,nn,nn00748534,2020-06-14T19:39:32.593Z,28 km SSE of Mina. Nevada,earthquake,,13.4,,,automatic,nn,nn
2020-06-14T19:32:57.830Z,38.1407,-118.09,2.7,1.4,ml,16,124.63,81,0.14,nn,nn00748531,2020-06-14T19:36:14.096Z,27 km S of Mina. Nevada,earthquake,,5.4,,,automatic,nn,nn
2020-06-14T19:31:37.344Z,60.91,-151.1155,1.7,1,ml,,,,0.74,ak,ak0207mupkgt,2020-06-14T19:36:14.937Z,17 km S of Tyonek. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-14T19:30:18.730Z,38828,-122.7908333,2,0.22,md,11,52,0.0104,0.02,nc,nc73409041,2020-06-16T22:56:02.199Z,6km W of Cobb. CA,earthquake,0.36,0.4,24,2,reviewed,nc,nc
2020-06-14T19:26:20.012Z,24.8936,123.2544,10,5.1,mww,,85,478,1.1,us,us6000abry,2020-06-17T19:26:37.040Z,53 km NNE of Yonakuni. Japan,earthquake,4.1,1.9,73,18,reviewed,us,us
2020-06-14T19:23:04.300Z,35525,-120.8328333,6.51,1.52,md,33,140,0.09538,0.04,nc,nc73409036,2020-06-16T22:43:02.118Z,11km NNE of Cayucos. CA,earthquake,0.28,0.63,306,17,reviewed,nc,nc
2020-06-14T19:16:04.280Z,38.1728,-117.9122,18.4,0.9,ml,13,95.1,49,0.1,nn,nn00748528,2020-06-14T19:23:12.761Z,29 km SE of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-06-14T19:15:42.030Z,35.7803333,-117.5951667,6.91,0.57,ml,19,86,0.03538,0.13,ci,ci39479448,2020-06-15T23:11:23.709Z,17km W of Searles Valley. CA,earthquake,0.2,0.41,131,8,reviewed,ci,ci
2020-06-14T19:12:13.340Z,38.1613,-117.9995,7.2,1.4,ml,15,134.77,58,0.11,nn,nn00748525,2020-06-14T19:17:32.939Z,27 km SSE of Mina. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-06-14T19:12:13.069Z,60.4131,-151.4758,64.7,1.4,ml,,,,0.34,ak,ak0207mulg3a,2020-06-14T19:17:09.942Z,10 km W of Kalifornsky. Alaska,earthquake,,1,,,automatic,ak,ak
2020-06-14T19:10:45.010Z,38.1875,-117.8965,9.4,0.6,ml,10,117.21,23,0.04,nn,nn00748524,2020-06-14T19:14:32.095Z,29 km SE of Mina. Nevada,earthquake,,4,,,automatic,nn,nn
2020-06-14T19:06:59.460Z,19.1258,-67558,7,3.82,md,24,203,0.7455,0.61,pr,pr2020166019,2020-06-15T03:09:22.410Z,85 km NW of San Antonio. Puerto Rico,earthquake,2.4,31.61,0.14,16,reviewed,pr,pr
2020-06-14T19:06:15.510Z,44.2618333,-115.0795,8.46,2.09,ml,10,85,849,0.34,mb,mb80437734,2020-06-16T16:13:52.310Z,12 km WNW of Stanley. Idaho,earthquake,0.79,1.79,144,6,reviewed,mb,mb
2020-06-14T19:01:02.170Z,38.1607,-117.8843,10.6,0.9,ml,18,95.95,27,0.12,nn,nn00748519,2020-06-14T19:05:53.709Z,32 km SE of Mina. Nevada,earthquake,,0.8,,,automatic,nn,nn
2020-06-14T18:55:21.050Z,38.2777,-117.7493,13.2,1,ml,10,224.66,48,0.05,nn,nn00748518,2020-06-14T19:02:12.024Z,33 km ESE of Mina. Nevada,earthquake,,6.7,,,automatic,nn,nn
